OG	back	fore
OG0006407	0.08126	0.10954
OG0006238	0.01588	0.0001
OG0013243	0.08081	0.09264
OG0012676	0.28931	0.73323
OG0009490	0.22812	999.0
OG0012069	0.23153	0.07853
OG0005365	0.15732	0.14825
OG0010066	0.14493	0.37618
OG0007743	0.08598	0.05614
OG0009245	0.06404	0.10049
OG0009310	0.08336	0.14911
OG0013612	0.16203	0.1511
OG0006318	0.04356	0.03685
OG0009078	0.05745	0.21865
OG0011760	0.13707	0.36466
OG0012465	0.55941	0.53972
OG0013452	0.30993	0.17316
OG0013329	0.2668	0.31355
OG0009750	0.16951	0.59384
OG0010156	0.39316	1.27821
OG0012947	0.62223	0.60586
OG0007253	0.02117	0.01298
OG0008816	0.08553	0.0001
OG0007758	0.03389	0.06337
OG0010532	0.0581	0.14184
OG0013365	0.52928	0.59483
OG0005227	0.06119	0.15454
OG0012357	0.37623	0.36307
OG0010249	0.71671	0.28078
OG0005467	0.12819	0.03544
OG0008791	0.20565	0.13599
OG0006154	0.00682	0.0001
OG0006714	0.0555	0.07314
OG0013078	0.17858	0.15363
OG0012998	0.35954	0.70826
OG0012886	0.02157	0.17559
OG0013912	0.13086	1.1629
OG0010209	0.08524	0.36053
OG0005391	0.07763	0.0001
OG0006012	0.0921	0.0001
OG0009143	0.33808	0.43666
OG0011290	0.40142	1.0104
OG0013468	0.10135	0.09637
OG0010105	0.19199	0.13475
OG0013077	0.15043	0.18825
OG0006818	0.95361	1.8272
OG0010195	0.07301	0.01159
OG0009087	0.07965	0.08828
OG0011847	0.08344	0.0961
OG0007683	0.24998	0.15454
OG0007310	0.13039	0.33211
OG0006494	0.40271	0.83637
OG0010177	0.05246	0.0001
OG0011811	0.16505	0.25061
OG0008838	0.13396	0.05021
OG0007424	0.31267	0.24368
OG0008340	0.01285	0.0001
OG0005135	0.06717	0.19077
OG0006682	0.17571	0.20749
OG0012567	0.10125	0.20283
OG0013819	0.06345	0.12772
OG0006041	0.13697	999.0
OG0009796	0.07457	0.13585
OG0012102	0.4336	0.43773
OG0014091	0.00668	0.01211
OG0005445	0.22041	0.56124
OG0010332	0.05048	0.0515
OG0009757	0.18885	0.24928
OG0012245	0.03345	0.0001
OG0006855	0.41221	0.3518
OG0008979	0.02985	0.0001
OG0011104	0.1094	0.0001
OG0013252	0.13898	0.09497
OG0008099	0.15219	0.37178
OG0009021	0.05114	0.0001
OG0009599	0.10134	0.1012
OG0010844	0.02353	999.0
OG0010165	0.03829	0.02519
OG0007099	0.12596	0.08657
OG0012402	0.09065	0.07917
OG0007155	0.12248	0.24286
OG0009278	0.31404	0.13349
OG0013700	0.09153	0.08891
OG0010502	0.05037	0.0001
OG0008046	0.27312	0.4109
OG0010331	0.40263	0.24239
OG0007721	0.36524	0.56638
OG0012940	0.04995	0.05032
OG0006317	0.56973	0.44206
OG0005700	0.45314	0.22171
OG0011066	0.00974	0.0001
OG0011993	0.06284	0.13183
OG0005369	0.04563	0.10391
OG0008819	0.10474	0.0001
OG0006174	0.01081	0.0001
OG0007789	0.06728	0.11875
OG0010278	0.05924	0.48844
OG0006572	0.17503	0.19953
OG0005574	0.09376	0.12554
OG0013118	0.14128	0.02592
OG0007393	0.05594	0.87181
OG0009396	0.0543	0.03553
OG0011627	0.0587	0.02039
OG0008088	0.08802	0.13622
OG0008070	0.30822	0.4191
OG0012381	0.10756	0.02555
OG0007724	0.2411	0.22083
OG0013451	0.04316	0.03323
OG0012592	0.01073	0.01416
OG0008303	0.14568	0.10335
OG0006838	0.08369	0.11072
OG0005884	0.17776	0.07804
OG0006938	0.58139	0.47638
OG0006282	0.352	0.80598
OG0005400	0.06532	0.0553
OG0005780	0.29186	0.33134
OG0009958	0.55281	0.43901
OG0008494	0.12822	0.15421
OG0006920	0.49302	0.75249
OG0006725	0.15799	0.06463
OG0006405	0.00925	0.0001
OG0008972	0.12612	0.1914
OG0008855	0.02458	0.17967
OG0012544	0.24936	0.26772
OG0010461	0.65851	0.76626
OG0010343	0.20039	0.24646
OG0010941	0.22005	0.32815
OG0014169	0.46776	0.42829
OG0009334	0.08823	0.01875
OG0007135	0.04687	0.06603
OG0009507	0.09063	0.18926
OG0007713	0.19036	0.0713
OG0013134	0.37719	0.0001
OG0005231	0.72588	0.73252
OG0011492	0.06174	0.0001
OG0009123	0.00471	0.0001
OG0006537	0.05307	0.09617
OG0012995	0.20971	0.22157
OG0007271	0.17111	0.19536
OG0009459	0.1149	0.08375
OG0011299	0.07215	0.03806
OG0012535	0.02841	0.04213
OG0013189	0.40197	0.4216
OG0012435	0.70341	1.53595
OG0007134	0.06375	0.34636
OG0012038	0.22744	0.23301
OG0010881	0.08493	0.04141
OG0005903	0.02738	0.0001
OG0009832	0.15857	0.25728
OG0007946	0.04203	0.0001
OG0007030	0.67434	0.82049
OG0010422	0.36786	0.37842
OG0013525	0.08217	0.07778
OG0014135	0.09886	0.2395
OG0012572	0.37911	0.23883
OG0008248	0.17512	0.1247
OG0011586	0.19834	0.20517
OG0006738	0.10061	0.07115
OG0009693	0.08604	0.11405
OG0005167	0.17647	0.23272
OG0013950	0.00741	0.0001
OG0008050	0.14726	0.25529
OG0007340	0.0188	0.1546
OG0012672	0.04541	0.08776
OG0006100	0.0276	0.73289
OG0009340	0.01279	0.0001
OG0008043	0.19014	0.23997
OG0007717	0.38943	0.43846
OG0010435	0.06995	0.04968
OG0005981	0.03794	0.04658
OG0011472	0.09657	0.23692
OG0006247	0.04887	0.08703
OG0007500	0.09232	0.05835
OG0006137	0.00518	0.0001
OG0012821	0.09016	0.13057
OG0007927	0.24797	0.26625
OG0007667	0.31609	0.13996
OG0014307	0.29526	0.66596
OG0005598	0.53651	1.27585
OG0012091	0.45569	1.41215
OG0009366	0.0874	0.22889
OG0011693	0.03299	0.05098
OG0007369	0.28561	0.79518
OG0010853	0.4385	0.31489
OG0012155	0.03944	0.0001
OG0012598	0.13449	0.20083
OG0011509	0.20641	0.31703
OG0007040	0.32465	0.23281
OG0010831	0.08682	0.16508
OG0013893	0.10388	0.25909
OG0011521	0.04022	0.09123
OG0005832	0.06245	0.13892
OG0012300	0.02851	0.24767
OG0014531	0.11752	0.31641
OG0013905	0.07929	0.09211
OG0010762	0.43133	0.06894
OG0007987	0.25211	0.58828
OG0013774	0.06623	0.06496
OG0013865	0.04286	0.06392
OG0009506	0.12517	0.0001
OG0005268	0.07791	0.0001
OG0007850	0.27221	0.435
OG0010367	0.136	0.14141
OG0011836	0.14844	0.19902
OG0010024	0.22512	0.23893
OG0010451	0.1184	0.25696
