OG	back	fore
OG0011394	0.10369	0.09868
OG0009954	0.09978	0.16023
OG0013191	0.2772	0.95773
OG0008920	0.14788	0.15993
OG0011440	0.05923	0.02724
OG0010400	0.24774	0.18923
OG0010302	0.22194	0.23901
OG0005547	0.28142	0.30134
OG0007473	0.43039	0.40046
OG0009699	0.14204	0.14911
OG0007143	0.03619	0.0001
OG0012733	0.15834	0.55598
OG0012011	0.42161	0.91039
OG0012913	0.0443	0.14636
OG0005478	0.42955	0.0001
OG0005084	0.09812	0.09985
OG0011395	0.09375	0.06016
OG0012265	0.20282	0.10256
OG0010197	0.81392	0.70554
OG0006342	0.07106	0.08334
OG0012404	0.53163	0.92558
OG0008670	0.14958	0.2402
OG0011313	0.05924	0.04851
OG0006718	0.14196	0.29508
OG0007403	0.46222	0.70898
OG0011920	0.32212	0.14564
OG0011226	0.40462	0.0001
OG0010440	0.02868	0.04251
OG0007584	0.1511	0.0001
OG0014494	0.03305	0.04609
OG0007379	0.1157	0.16247
OG0014237	0.36077	0.25084
OG0007622	0.01734	0.0001
OG0013351	0.27952	0.30892
OG0009007	0.65195	1.0092
OG0011183	0.30019	0.22763
OG0005340	0.28846	0.31115
OG0012765	0.32455	0.28765
OG0007391	0.27785	0.16012
OG0007675	0.04681	0.0001
OG0012947	0.62223	0.60586
OG0006716	0.08516	0.17948
OG0012092	0.14588	0.03841
OG0013365	0.52928	0.59483
OG0006631	0.0145	0.01061
OG0006714	0.0555	0.07314
OG0010901	0.07322	0.0919
OG0006536	0.08494	0.0001
OG0007102	0.45858	0.36932
OG0014251	0.22404	0.1944
OG0012998	0.35954	0.70826
OG0014190	0.02326	0.01332
OG0013041	0.14369	0.09177
OG0009143	0.33808	0.43666
OG0011088	0.05023	0.07856
OG0011290	0.40142	1.0104
OG0006818	0.95361	1.8272
OG0009666	0.26706	0.10061
OG0013532	0.08657	0.07469
OG0014525	0.15893	0.29147
OG0006615	0.05907	0.03301
OG0013763	0.09738	0.12195
OG0009011	0.2772	0.0001
OG0006455	0.16472	0.10799
OG0007534	0.41654	0.51266
OG0006014	0.03151	0.0001
OG0007123	0.0494	0.0529
OG0012102	0.4336	0.43773
OG0013646	0.54939	1.63894
OG0013759	0.07241	0.16926
OG0010108	0.09663	0.07582
OG0014093	0.04721	0.05156
OG0007853	0.28246	0.39663
OG0006703	0.04653	0.0001
OG0011104	0.1094	0.0001
OG0010717	0.0295	0.01194
OG0013791	0.15452	0.24753
OG0013635	0.38952	0.46222
OG0013956	0.23159	0.06651
OG0009556	0.07753	0.0225
OG0012402	0.09065	0.07917
OG0007471	0.38738	0.98798
OG0006779	0.72254	0.3149
OG0006766	0.10138	0.87194
OG0011986	0.06807	0.04874
OG0012898	0.45319	0.15458
OG0011501	0.14618	0.13606
OG0007489	0.21503	0.17886
OG0006764	0.19559	0.10783
OG0010336	0.58582	1.22849
OG0009335	0.09656	0.05486
OG0005443	0.04894	0.08094
OG0008070	0.30822	0.4191
OG0005597	0.35059	0.3862
OG0014249	0.01063	0.02439
OG0006934	0.50187	0.73685
OG0013614	0.28111	0.19857
OG0008533	0.07648	0.19009
OG0010771	0.27981	0.09019
OG0012524	0.04906	0.09294
OG0008036	0.04896	0.03337
OG0008694	0.15951	0.08614
OG0013242	0.06163	0.0188
OG0012649	0.03111	0.03181
OG0006877	0.07435	0.09398
OG0010769	0.45366	0.22887
OG0006684	0.49722	0.23082
OG0005108	0.01593	0.04798
OG0006237	0.04313	0.03918
OG0012435	0.70341	1.53595
OG0009255	0.12609	0.19622
OG0006148	0.33076	0.48027
OG0005993	0.046	0.27269
OG0014259	0.02452	0.05309
OG0013711	0.15205	0.0001
OG0007030	0.67434	0.82049
OG0006531	0.10823	0.0001
OG0007238	0.02192	0.0001
OG0012945	0.03853	0.06481
OG0009704	0.28754	0.12204
OG0011551	0.04494	0.0001
OG0008892	0.05917	0.09161
OG0007474	0.45324	0.04653
OG0006674	0.0561	0.05082
OG0005531	0.10755	0.06708
OG0006247	0.04887	0.08703
OG0008665	0.05463	0.03421
OG0009048	0.69739	0.24446
OG0012542	0.01465	0.0001
OG0007653	0.10388	0.15511
OG0010762	0.43133	0.06894
OG0010616	0.45973	0.57623
OG0009879	0.02574	0.0393
OG0007987	0.25211	0.58828
OG0007076	0.08809	0.069
OG0011630	0.10014	0.61737
