OG	back	fore
OG0013851	0.27052	0.30509
OG0005984	0.08552	0.01816
OG0013360	0.06079	0.02181
OG0013709	0.00903	0.0001
OG0010591	0.32211	0.20829
OG0012666	0.05068	0.1556
OG0006069	0.04428	0.01945
OG0011673	0.1653	0.26123
OG0006773	0.68677	0.29142
OG0013086	0.49651	0.89129
OG0012034	0.03083	0.0001
OG0014513	0.58947	0.60174
OG0007444	0.12702	0.02884
OG0011813	0.05069	0.0435
OG0014479	0.03851	0.31565
OG0006624	0.06233	0.05275
OG0006636	0.02358	0.0001
OG0013668	0.07782	0.00376
OG0009542	0.10837	0.0001
OG0010426	0.02514	0.0001
OG0009807	0.23647	0.19394
OG0011152	0.15429	0.24497
OG0005644	0.06806	0.10736
OG0007849	0.2104	0.94567
OG0005632	0.07947	0.08969
OG0011394	0.10358	0.04217
OG0007527	0.18775	0.12598
OG0014401	0.27294	0.75694
OG0013191	0.27888	0.28062
OG0010302	0.22047	0.63087
OG0009524	0.32083	0.12098
OG0011440	0.05933	0.03528
OG0010914	0.02913	0.0001
OG0005547	0.28298	0.47583
OG0013959	0.5551	0.30069
OG0011027	0.47729	0.20254
OG0008820	0.13862	0.03354
OG0013332	0.11151	0.21782
OG0012011	0.42465	0.0001
OG0012028	0.33619	0.36757
OG0014203	0.35291	0.47605
OG0005084	0.09887	0.08428
OG0010433	0.02875	0.0001
OG0010025	0.10458	0.0001
OG0010197	0.81058	0.31548
OG0009061	0.3929	0.13077
OG0008620	0.27831	0.3766
OG0013541	0.07449	0.0001
OG0011281	0.03513	0.07679
OG0011090	1.03732	7.40834
OG0005481	0.26755	0.16966
OG0007403	0.46145	0.71108
OG0012297	0.19773	0.45749
OG0011920	0.32291	0.20563
OG0005457	0.03678	0.0001
OG0006396	0.2079	0.06664
OG0007314	0.05985	999.0
OG0006407	0.08115	0.14533
OG0009641	0.28605	0.06707
OG0014494	0.03311	0.0001
OG0007379	0.11588	0.14451
OG0006238	0.01583	0.0001
OG0013243	0.08112	0.0001
OG0007622	0.01727	0.0001
OG0006940	0.0001	0.0001
OG0007584	0.15125	0.0001
OG0011427	0.12956	0.29972
OG0006986	0.0925	0.14175
OG0012119	0.80882	1.24807
OG0011311	0.01324	0.04198
OG0013864	0.03792	0.0001
OG0013329	0.26839	0.27384
OG0009310	0.08282	0.27034
OG0010122	0.18381	0.0001
OG0012765	0.32522	0.21807
OG0011029	0.15961	0.48521
OG0012465	0.56112	0.84173
OG0006619	0.13912	0.11057
OG0005438	0.01808	0.01207
OG0010156	0.39368	0.18396
OG0007675	0.04674	0.12481
OG0007056	0.06845	0.22546
OG0011774	0.81789	0.43952
OG0007253	0.02122	0.02299
OG0013354	0.03598	0.0001
OG0010532	0.05804	0.05676
OG0010249	0.71708	0.29803
OG0005227	0.0612	0.03639
OG0006714	0.05635	0.02666
OG0007102	0.45918	0.1526
OG0007434	0.14132	0.0936
OG0012998	0.3584	0.94737
OG0013078	0.17855	0.86598
OG0014251	0.22559	0.56753
OG0014506	0.23743	0.19121
OG0012905	0.17977	0.0001
OG0012886	0.02165	0.0001
OG0005391	0.07782	0.0001
OG0012844	0.16216	0.18258
OG0010895	0.12213	0.11301
OG0011430	0.04436	0.0001
OG0008018	0.05365	0.06643
OG0009143	0.33896	0.28493
OG0011088	0.05013	0.0001
OG0014124	0.03437	0.0001
OG0009594	0.29412	0.28993
OG0009480	0.10424	0.02658
OG0010105	0.19163	0.1985
OG0014313	0.05468	0.0001
OG0009666	0.26878	0.19137
OG0009087	0.08017	0.0001
OG0011847	0.08426	0.0001
OG0006615	0.05928	0.01324
OG0008456	0.02306	0.10083
OG0012803	0.13993	0.0001
OG0011105	0.0816	0.07544
OG0013763	0.09824	0.18692
OG0006682	0.17656	0.2224
OG0008240	0.24455	0.20284
OG0012361	0.11855	0.0001
OG0009544	0.05529	0.0001
OG0012102	0.43554	0.66093
OG0006456	0.09838	0.0001
OG0010568	0.37292	0.35187
OG0008224	0.06745	0.07796
OG0014091	0.0067	0.0001
OG0012221	0.01711	0.03747
OG0013759	0.07132	0.0001
OG0012528	0.09484	0.17594
OG0010108	0.09753	0.0001
OG0005445	0.22206	0.10532
OG0005214	0.25594	0.1828
OG0014093	0.04719	0.07734
OG0006855	0.41556	0.77843
OG0008099	0.15251	0.21995
OG0009757	0.18788	0.33948
OG0011986	0.06824	0.11328
OG0013635	0.38887	0.14976
OG0011104	0.1085	0.3275
OG0006523	0.27993	0.88057
OG0010502	0.05184	0.034
OG0012402	0.09059	0.09041
OG0008391	0.11214	0.13231
OG0008606	0.02082	0.0001
OG0010331	0.40227	0.64446
OG0011501	0.14563	0.0001
OG0008441	0.0318	0.0001
OG0006174	0.0108	0.0001
OG0011899	0.10442	0.14537
OG0007489	0.21668	0.02824
OG0009900	0.34379	0.22673
OG0006764	0.19573	1.01025
OG0009192	0.36404	0.17298
OG0011856	0.15144	0.66762
OG0010267	0.07676	1.11995
OG0010278	0.05958	0.04332
OG0005443	0.04891	0.12273
OG0007346	0.19621	0.15692
OG0009335	0.09718	0.08459
OG0005574	0.09346	0.21885
OG0010295	0.38327	0.67039
OG0005399	0.21869	0.23067
OG0009240	0.09812	0.34875
OG0008241	0.18851	0.11004
OG0011366	0.08484	0.11988
OG0006007	0.03213	0.03362
OG0007724	0.24088	0.15006
OG0008070	0.30883	0.10585
OG0008303	0.14586	0.21938
OG0006659	0.0224	0.04018
OG0005166	0.14826	0.11267
OG0011786	0.0835	0.33135
OG0005884	0.17842	0.33568
OG0013730	0.1623	0.64328
OG0006405	0.00919	0.0001
OG0008494	0.12874	0.08643
OG0012508	0.28393	0.42792
OG0013614	0.28336	0.14754
OG0012544	0.24867	0.43561
OG0006179	0.08967	0.04226
OG0010461	0.65961	1.57295
OG0006085	0.07669	0.12806
OG0014169	0.47075	0.27852
OG0010941	0.22034	0.33036
OG0013134	0.37684	0.0001
OG0008875	0.20061	0.40345
OG0010193	0.04031	0.04286
OG0005231	0.72494	1.04121
OG0012995	0.20928	0.60928
OG0006684	0.49641	0.31277
OG0012435	0.70201	0.44376
OG0012895	0.02121	0.0001
OG0006237	0.04287	0.04705
OG0005603	0.18398	0.22892
OG0012535	0.02868	0.0001
OG0013189	0.40264	0.22338
OG0008682	0.38167	0.83843
OG0009832	0.15866	0.12058
OG0014259	0.02467	0.01185
OG0014201	0.20972	0.62854
OG0010636	0.10314	0.18524
OG0010993	0.37291	0.85984
OG0013525	0.08267	0.0001
OG0009297	0.0633	0.06736
OG0008248	0.17495	0.10096
OG0006531	0.10824	0.0001
OG0014118	0.02189	0.0001
OG0014135	0.09953	0.11511
OG0011586	0.19829	0.20112
OG0013378	0.04492	0.0001
OG0010187	0.02464	0.0001
OG0014396	0.09689	0.0001
OG0012848	0.04451	0.19208
OG0006738	0.10151	0.0001
OG0009439	0.25155	0.19141
OG0007891	0.01726	0.0001
OG0008970	0.00393	0.0001
OG0008892	0.05943	0.04013
OG0013950	0.00731	1.07433
OG0006100	0.02757	0.0001
OG0009540	0.0293	0.03613
OG0013615	0.16043	0.11606
OG0009340	0.0129	0.0001
OG0007717	0.38701	0.20031
OG0006685	0.01088	0.01891
OG0014332	0.03447	0.03762
OG0007303	0.03722	0.0001
OG0006198	0.09064	0.05936
OG0013312	0.01328	0.03105
OG0007927	0.24816	0.28191
OG0009048	0.69797	2.19671
OG0005598	0.54084	0.60039
OG0014307	0.29485	999.0
OG0009617	0.07359	0.0001
OG0013164	0.15924	0.0001
OG0012710	0.35704	0.2285
OG0008365	0.48377	3.55587
OG0011059	0.18627	0.41125
OG0007653	0.10452	0.09568
OG0010762	0.42914	0.0817
OG0005517	0.06654	0.12973
OG0007987	0.2516	0.59201
OG0007269	0.01692	0.0001
OG0007824	0.41128	0.11358
OG0013774	0.06645	0.05865
OG0007564	0.09129	0.07068
OG0009177	0.21561	0.40336
OG0009804	0.32401	0.2948
OG0012161	0.60259	3.85921
OG0007475	0.40918	0.26521
OG0006252	0.40467	0.67281
