OG	back	fore
OG0013240	0.23665	0.13051
OG0010657	0.63925	0.72595
OG0006498	0.62582	89.09203
OG0014399	0.04499	0.11979
OG0010159	0.03055	0.06799
OG0013601	0.03977	0.32105
OG0005950	0.14118	0.18767
OG0009692	0.07522	0.0001
OG0012901	0.04575	0.0001
OG0010630	0.19337	0.15078
OG0013907	0.02719	0.14584
OG0008103	0.2276	0.17419
OG0008107	0.22925	0.15074
OG0011624	0.08711	0.10479
OG0005631	0.06793	0.04424
OG0008040	0.05881	0.06767
OG0006487	0.073	0.26673
OG0013474	0.16335	0.0001
OG0013371	0.14817	0.19851
OG0009805	0.16682	0.14127
OG0011241	0.19452	0.26747
OG0014491	0.16177	0.12053
OG0014444	0.15604	0.14381
OG0011515	0.26213	0.14954
OG0005817	0.32283	0.98841
OG0014044	0.08743	0.0001
OG0010231	0.1692	0.29067
OG0007856	0.04472	0.0001
OG0005825	0.50638	0.62184
OG0013833	0.09835	0.0001
OG0014304	0.23401	0.10397
OG0013502	0.0387	0.03809
OG0006159	0.02572	0.00754
OG0012782	0.10983	0.0001
OG0007507	0.20268	0.17456
OG0013528	0.17875	0.16693
OG0011445	0.07413	0.11024
OG0013084	0.27703	0.41173
OG0008581	0.21747	0.0001
OG0005951	0.18622	0.13168
OG0012908	0.10368	0.0001
OG0009513	0.10542	0.0001
OG0006801	0.70845	7.50231
OG0012699	0.11131	0.07534
OG0014106	0.01427	0.0001
OG0013261	0.04736	0.05572
OG0009703	0.0674	0.0001
OG0014126	0.11552	0.06843
OG0007131	0.02108	0.0001
OG0009047	0.62689	0.51
OG0009646	0.23022	0.22248
OG0008653	0.1686	0.0001
OG0006857	0.36475	0.32417
OG0008447	0.03095	0.0001
OG0012222	0.13929	0.19289
OG0006446	0.20129	0.62351
OG0007652	0.06547	0.0001
OG0006128	0.02051	0.06127
OG0007977	0.01813	0.81193
OG0013851	0.27052	0.30509
OG0006036	0.051	0.0001
OG0010321	0.15125	0.0001
OG0005984	0.08552	0.01816
OG0013360	0.06079	0.02181
OG0013058	0.14081	0.13188
OG0010591	0.32211	0.20829
OG0005613	0.23904	0.19913
OG0006889	0.12104	0.28033
OG0012666	0.05068	0.1556
OG0005362	0.03934	0.06192
OG0011272	0.12249	0.23028
OG0006833	0.13701	0.1249
OG0005472	0.05099	0.0001
OG0010310	0.14058	0.07951
OG0014343	0.02992	0.0001
OG0013086	0.49651	0.89129
OG0007444	0.12702	0.02884
OG0008545	0.41019	0.96166
OG0009000	0.19632	0.09753
OG0006800	0.03135	0.0001
OG0013936	0.44161	0.44367
OG0009542	0.10837	0.0001
OG0010426	0.02514	0.0001
OG0012904	0.339	0.19539
OG0009807	0.23647	0.19394
OG0008444	0.40614	0.24359
OG0008538	0.03569	0.0001
OG0007620	0.03452	0.0001
OG0009320	0.1691	0.29715
OG0011394	0.10358	0.04217
OG0013159	0.12622	0.17641
OG0011994	0.00977	0.0001
OG0012140	0.13399	0.10877
OG0014016	0.05566	0.0001
OG0010914	0.02913	0.0001
OG0008740	0.13654	0.0001
OG0010956	0.10676	0.0001
OG0007395	0.05498	0.03654
OG0008820	0.13862	0.03354
OG0005301	0.01516	0.0001
OG0008387	0.17696	0.03721
OG0010718	0.12254	0.06843
OG0006660	0.30189	0.07512
OG0011870	0.05172	0.11035
OG0011720	0.04986	0.10078
OG0010390	0.11637	0.09302
OG0012747	0.15482	0.10378
OG0007348	0.09689	0.38038
OG0013542	0.18916	0.05424
OG0008527	0.18107	0.16739
OG0008404	0.04346	0.69221
OG0008470	0.03848	0.07811
OG0013382	0.12684	0.19905
OG0012334	0.00131	0.0001
OG0009814	0.27115	0.20568
OG0011202	0.11186	0.10119
OG0007968	0.10614	0.5633
OG0006805	0.03083	0.0001
OG0012297	0.19773	0.45749
OG0005457	0.03678	0.0001
OG0013973	0.0592	0.05134
OG0005757	0.07997	0.04392
OG0005639	0.28444	0.26501
OG0012722	0.03836	0.0001
OG0006407	0.08115	0.14533
OG0012676	0.29019	0.50419
OG0006287	0.1551	0.0001
OG0010915	0.00784	0.0001
OG0006238	0.01583	0.0001
OG0009490	0.22712	0.0001
OG0005365	0.15647	0.35736
OG0013243	0.08112	0.0001
OG0012069	0.23047	0.1518
OG0007743	0.08672	0.0001
OG0010066	0.14524	0.0001
OG0009245	0.06388	0.03738
OG0013612	0.16266	0.15929
OG0013329	0.26839	0.27384
OG0006318	0.0436	0.0001
OG0011760	0.13668	0.11769
OG0009310	0.08282	0.27034
OG0012465	0.56112	0.84173
OG0013452	0.30809	0.23729
OG0009078	0.05761	0.0001
OG0009750	0.1701	0.15567
OG0010156	0.39368	0.18396
OG0007758	0.034	0.0001
OG0012947	0.62051	0.31339
OG0008816	0.08526	0.08008
OG0007253	0.02122	0.02299
OG0012357	0.37571	2.74715
OG0010532	0.05804	0.05676
OG0013365	0.53075	0.43699
OG0010249	0.71708	0.29803
OG0005227	0.0612	0.03639
OG0006154	0.0068	0.0001
OG0005467	0.12848	0.20921
OG0008791	0.20611	0.20234
OG0006714	0.05635	0.02666
OG0012998	0.3584	0.94737
OG0013078	0.17855	0.86598
OG0012886	0.02165	0.0001
OG0013912	0.12995	0.0001
OG0005391	0.07782	0.0001
OG0013468	0.10208	0.11046
OG0009143	0.33896	0.28493
OG0010209	0.08546	0.0001
OG0006012	0.09274	0.40435
OG0011290	0.40187	0.26788
OG0013077	0.15056	0.22594
OG0010105	0.19163	0.1985
OG0010195	0.07292	0.0001
OG0007683	0.24921	0.17346
OG0009087	0.08017	0.0001
OG0011847	0.08426	0.0001
OG0006818	0.95276	1.27371
OG0006494	0.40139	0.53538
OG0007310	0.13045	0.22484
OG0008340	0.01292	0.0001
OG0008838	0.13408	0.06692
OG0007424	0.31332	0.49704
OG0010177	0.05235	0.0001
OG0005135	0.06749	0.17428
OG0006041	0.13964	0.0001
OG0011811	0.16521	0.07814
OG0006682	0.17656	0.2224
OG0013819	0.06387	0.07108
OG0012567	0.1013	0.19477
OG0009796	0.0747	0.08972
OG0012102	0.43554	0.66093
OG0014091	0.0067	0.0001
OG0010332	0.05016	0.0001
OG0005445	0.22206	0.10532
OG0008979	0.02952	0.0001
OG0012245	0.03319	0.0001
OG0006855	0.41556	0.77843
OG0008099	0.15251	0.21995
OG0009757	0.18788	0.33948
OG0009021	0.05172	0.0001
OG0010844	0.02382	0.0001
OG0013252	0.13964	0.13606
OG0009599	0.10119	0.0001
OG0011104	0.1085	0.3275
OG0010165	0.03827	0.0001
OG0007099	0.12628	0.0001
OG0010502	0.05184	0.034
OG0006317	0.56913	0.87441
OG0012402	0.09059	0.09041
OG0007155	0.12217	0.07684
OG0013700	0.09198	0.09803
OG0009278	0.31396	0.15813
OG0008046	0.27283	0.79636
OG0011066	0.00974	0.0001
OG0010331	0.40227	0.64446
OG0007721	0.36567	0.13686
OG0006174	0.0108	0.0001
OG0008819	0.1049	0.0001
OG0011993	0.06296	0.03503
OG0005700	0.45278	0.34392
OG0005369	0.04562	0.23222
OG0007789	0.0684	0.04967
OG0006572	0.17502	0.17546
OG0007393	0.05525	0.0001
OG0010278	0.05958	0.04332
OG0013118	0.14041	0.11318
OG0009396	0.05427	0.02424
OG0005574	0.09346	0.21885
OG0008088	0.08627	536.95947
OG0012381	0.10776	0.08916
OG0011627	0.05916	0.09816
OG0007724	0.24088	0.15006
OG0008070	0.30883	0.10585
OG0008303	0.14586	0.21938
OG0013451	0.04343	0.0001
OG0006838	0.08315	0.04494
OG0012592	0.01079	0.0001
OG0006938	0.58136	1.77722
OG0006282	0.35111	0.51318
OG0005884	0.17842	0.33568
OG0006405	0.00919	0.0001
OG0005780	0.29257	0.25391
OG0005400	0.06552	0.0001
OG0008494	0.12874	0.08643
OG0006725	0.15852	0.0387
OG0009958	0.55278	0.97369
OG0006920	0.49173	0.5072
OG0008972	0.12726	0.11102
OG0008855	0.02453	0.0001
OG0012544	0.24867	0.43561
OG0010343	0.20157	0.03657
OG0010461	0.65961	1.57295
OG0014169	0.47075	0.27852
OG0010941	0.22034	0.33036
OG0007135	0.04723	0.0001
OG0009507	0.09058	0.13582
OG0013134	0.37684	0.0001
OG0005231	0.72494	1.04121
OG0011492	0.06164	0.05562
OG0007713	0.19079	0.16886
OG0009123	0.00471	0.02278
OG0009334	0.08835	0.12055
OG0012995	0.20928	0.60928
OG0007271	0.17147	0.09487
OG0006537	0.05307	0.05453
OG0012435	0.70201	0.44376
OG0009459	0.11535	0.07188
OG0011299	0.0728	0.15176
OG0012038	0.22794	0.06762
OG0012535	0.02868	0.0001
OG0013189	0.40264	0.22338
OG0007134	0.06343	0.0001
OG0005903	0.0274	0.0001
OG0010881	0.08624	0.06626
OG0009832	0.15866	0.12058
OG0007946	0.04208	0.07542
OG0013525	0.08267	0.0001
OG0007030	0.67144	0.64934
OG0010422	0.36816	0.81996
OG0008248	0.17495	0.10096
OG0012572	0.37919	0.28055
OG0014135	0.09953	0.11511
OG0011586	0.19829	0.20112
OG0006738	0.10151	0.0001
OG0005167	0.17703	0.23218
OG0009693	0.08558	0.0517
OG0007340	0.01884	0.0001
OG0013950	0.00731	1.07433
OG0006100	0.02757	0.0001
OG0012672	0.04545	0.0001
OG0008050	0.14723	0.36839
OG0005981	0.03822	0.18059
OG0009340	0.0129	0.0001
OG0010435	0.0699	0.0001
OG0008043	0.1902	0.28424
OG0007717	0.38701	0.20031
OG0011472	0.09698	0.10509
OG0006137	0.00521	0.01837
OG0012821	0.09001	0.01247
OG0007500	0.09171	0.11
OG0006247	0.04869	0.25917
OG0007927	0.24816	0.28191
OG0007667	0.31606	0.50504
OG0012091	0.45296	0.5148
OG0005598	0.54084	0.60039
OG0014307	0.29485	999.0
OG0009366	0.08743	0.21333
OG0007369	0.28531	0.35822
OG0011509	0.20671	0.77278
OG0012598	0.13464	0.04874
OG0012155	0.03981	0.0001
OG0007040	0.32796	0.16686
OG0010853	0.4386	0.4415
OG0011693	0.03286	0.06868
OG0010831	0.08769	0.15327
OG0011521	0.04034	0.21931
OG0012300	0.02866	0.07941
OG0005832	0.06264	0.14722
OG0013893	0.1043	0.0001
OG0010762	0.42914	0.0817
OG0014531	0.1175	0.06496
OG0013905	0.07917	0.06169
OG0007987	0.2516	0.59201
OG0013774	0.06645	0.05865
OG0009506	0.12415	0.0001
OG0013865	0.04303	0.03846
OG0005268	0.07819	0.0001
OG0010367	0.13628	0.20244
OG0007850	0.27243	0.19358
OG0010451	0.11819	0.2893
OG0011836	0.14842	0.29844
OG0010024	0.22491	0.31244
