OG,Symbol,Model,pvalue,back,fore,fdr
OG0006457,NDUFA4L2,two:one,0.04036,0.02727,999.0,0.5211001430615164
OG0006464,DDIT3,two:one,0.002298,0.2154,999.0,0.17726025641025642
OG0006473,TSPAN31,two:one,0.002569,0.11833,999.0,0.18849776422764228
OG0006557,ZDHHC15,two:one,0.001611,0.09859,1.06964,0.15558723958333334
OG0006563,SH3BGRL,two:one,0.008598,0.06979,96.22469,0.3041559701492538
OG0006564,BRWD3,two:one,0.04475,0.06849,0.17834,0.5417416331994644
OG0006570,ATP7A,two:one,0.04503,0.18161,0.45875,0.5424626666666666
OG0006576,TCTN3,two:one,0.00193,0.37832,1.69957,0.1612800925925926
OG0006581,DNTT,two:one,0.002613,0.22894,1.35626,0.1886586
OG0006652,GOSR1,two:one,0.03614,0.04372,999.0,0.4985106870229007
OG0006677,FGD3,two:one,0.01108,0.17659,0.56372,0.32298472668810285
OG0006683,APBB1,two:one,0.01372,0.06063,0.25901,0.3507733711048159
OG0006692,DCHS1,two:one,0.03967,0.09066,0.16974,0.5168627873563219
OG0006759,DCBLD2,two:one,0.04074,0.1574,0.38104,0.523758547008547
OG0006764,NFKBIZ,two:one,0.001806,0.19573,1.01025,0.16069757281553398
OG0006766,ALCAM,two:one,0.04959,0.10192,0.29665,0.5544713763702801
OG0006783,BOC,two:one,0.01557,0.12348,0.36279,0.3584674744897959
OG0006799,ARHGAP31,two:one,0.01262,0.2807,0.57399,0.3416607142857143
OG0006819,CASR,two:one,0.03245,0.0558,0.16033,0.47985866013071893
OG0006835,SETD6,two:one,0.0005429,0.18314,1.13295,0.0849594827586207
OG0006852,CCDC102A,two:one,0.0002231,0.02175,0.12601,0.04377125
OG0006853,DOK4,two:one,6.381e-05,0.02405,0.17986,0.0179964140625
OG0006854,CX3CL1,two:one,0.02188,0.5038,2.27905,0.40208943089430893
OG0006860,NUP93,two:one,0.00677,0.02979,0.13836,0.27370508849557523
OG0006871,CHD9,two:one,0.007278,0.0802,0.18153,0.28236445147679323
OG0006872,SALL1,two:one,0.0009439,0.08231,0.24083,0.12345938405797102
OG0006884,STEAP2,two:one,0.03793,0.04685,0.24978,0.5088278931750742
OG0006893,INO80B,two:one,0.0002712,0.04444,0.22601,0.049950612244897954
OG0006910,AAK1,two:one,0.01729,0.18519,0.84131,0.37691364734299515
OG0006931,PRADC1,two:one,0.03521,0.03889,999.0,0.49496923676012455
OG0006938,ETAA1,two:one,0.04555,0.58136,1.77722,0.5455696286472149
OG0006954,ADAT2,two:one,0.02262,0.13196,0.51903,0.408291
OG0006977,LATS1,two:one,0.03138,0.07299,0.3966,0.47642899159663865
OG0006990,LATS2,two:one,0.02534,0.08322,0.21948,0.4347785171102662
OG0007000,CD93,two:one,0.01807,0.25062,0.91247,0.38669470588235294
OG0007019,RHOBTB3,two:one,0.004383,0.06185,0.39267,0.23829262048192767
OG0007031,HYCC1,two:one,0.002246,0.08809,1.31797,0.1762621739130435
OG0007048,HOXA3,two:one,0.03383,0.04564,0.61103,0.4869469696969697
OG0007145,BEST2,two:one,0.001639,0.05804,0.99815,0.15558723958333334
OG0007148,TNPO2,two:one,0.02877,0.00575,0.05054,0.4539322552447553
OG0007154,TBC1D12,two:one,0.03081,0.18347,0.86862,0.47128855932203395
OG0007160,CYP26A1,two:one,3.606e-05,0.05788,0.52655,0.012053388888888888
OG0007173,KIF20B,two:one,0.02712,0.32687,0.72669,0.4466386861313868
OG0007174,SLC16A12,two:one,0.04632,0.17279,0.7319,0.550016382699869
OG0007187,PHYHIPL,two:one,0.04044,0.02417,0.21416,0.5213871428571428
OG0007199,EGR2,two:one,0.001093,0.08541,0.56098,0.12762275641025642
OG0007205,ATOH7,two:one,0.003983,0.0452,0.37593,0.23341931818181821
OG0007246,NDST2,two:one,0.02473,0.07683,0.32793,0.4285575815738964
OG0007260,LRIT1,two:one,0.0335,0.19246,0.5324,0.48527396166134185
OG0007284,MAK,two:one,0.03219,0.20227,0.65427,0.47915625000000006
OG0007314,AQP4,two:one,0.01463,0.05985,999.0,0.3537141927083333
OG0007324,B4GALT6,two:one,0.001649,0.05314,0.44161,0.15558723958333334
OG0007328,GAREM1,two:one,0.0001795,0.08563,0.4407,0.038571130952380954
OG0007330,ASXL3,two:one,3.27e-05,0.23357,0.75151,0.011350673076923078
OG0007417,RBFA,two:one,0.02891,0.28984,999.0,0.45518074912891987
OG0007422,HMGCR,two:one,0.01346,0.092,0.34567,0.3490704022988506
OG0007430,CRHBP,two:one,0.006677,0.15478,1.63811,0.2726693438914027
OG0007461,ADGRV1,two:one,0.01533,0.21502,0.32637,0.3549833333333333
OG0007486,CIAO1,two:one,0.0008033,0.06227,999.0,0.10901391791044776
OG0007494,SEMA4C,two:one,0.0001397,0.0754,0.58406,0.034075472972972976
OG0007519,ZC3H8,two:one,0.00182,0.293,3.62455,0.16069757281553398
OG0007570,HBS1L,two:one,0.01972,0.11409,0.52066,0.3911494505494506
OG0007574,EYA4,two:one,0.0001739,0.0568,0.23376,0.03827920731707317
OG0007576,TAAR1,two:one,0.04997,0.26391,0.88373,0.5544713763702801
OG0007612,ZUP1,two:one,0.02259,0.21786,33.96408,0.408291
OG0007616,DSE,two:one,0.024,0.06693,0.26807,0.42274999999999996
OG0007708,COL19A1,two:one,0.005895,0.25035,1.02368,0.26337809405940593
OG0007710,ADGRB3,two:one,0.04481,0.02986,0.1173,0.5417416331994644
OG0007748,DLX2,two:one,0.009882,0.04359,0.22735,0.3116758680555556
OG0007762,HOXD12,two:one,0.02237,0.09053,999.0,0.4062157947686117
OG0007814,PLCL1,two:one,1.772e-07,0.04849,0.29237,0.00012301769230769233
OG0007821,CLK1,two:one,0.0163,0.10544,0.29043,0.3668516209476309
OG0007843,SPMIP9,two:one,0.01864,0.36389,999.0,0.3876175115207373
OG0007849,PJA2,two:one,0.047,0.2104,0.94567,0.5502632408575031
OG0007910,ELF1,two:one,0.03792,0.1306,1.20944,0.5088278931750742
OG0007940,SLITRK5,two:one,0.00397,0.0393,0.17583,0.23341931818181821
OG0007968,HTR2A,two:one,0.02163,0.10614,0.5633,0.4000220286885246
OG0007977,DCLK1,two:one,0.004182,0.01813,0.81193,0.23829262048192767
OG0007978,SPART,two:one,0.004247,0.13481,0.73871,0.23829262048192767
OG0007981,ALG5,two:one,0.009032,0.13273,999.0,0.3041559701492538
OG0007984,AMER3,two:one,0.04328,0.31886,0.67305,0.5336092896174863
OG0007987,IL17RA,two:one,0.0251,0.2516,0.59201,0.4318247619047619
OG0007997,MED9,two:one,0.02932,0.07771,999.0,0.458276384083045
OG0007998,RASD1,two:one,0.02935,0.04105,999.0,0.458276384083045
OG0008003,ATPAF2,two:one,0.01434,0.13011,1.3248,0.3537141927083333
OG0008022,CDNF,two:one,0.04123,0.20894,999.0,0.5242612359550562
OG0008027,RPP38,two:one,0.02801,0.25531,1.25661,0.4496554770318021
OG0008041,TAF3,two:one,0.01267,0.12243,0.28362,0.3416607142857143
OG0008046,MCM10,two:one,0.04416,0.27283,0.79636,0.5393017591339647
OG0008081,HAVCR2,two:one,0.04646,0.64603,999.0,0.550016382699869
OG0008084,MRPL22,two:one,0.006004,0.13382,999.0,0.26359975845410627
OG0008088,LARP1,two:one,0.0,0.08627,536.95947,0.0
OG0008092,GRIA1,two:one,3.789e-09,0.01367,0.1395,3.7995250000000003e-06
OG0008100,DCTN4,two:one,0.04312,0.0324,0.27525,0.5336092896174863
OG0008138,TRAF3,two:one,0.01525,0.03122,0.11033,0.35471971649484535
OG0008139,RCOR1,two:one,7.463e-06,0.05486,0.46927,0.003961975
OG0008154,CCDC85C,two:one,0.02144,0.03362,0.25192,0.3984342915811088
OG0008207,PRCC,two:one,0.01041,0.09795,2.28986,0.31764460784313725
OG0008221,MEX3A,two:one,0.03407,0.02198,0.25691,0.48884220985691573
OG0008257,CREB3L4,two:one,0.03462,0.45232,2.92973,0.48972648902821314
OG0008296,TRMT10A,two:one,0.03015,0.21382,1.60509,0.46590598290598295
OG0008310,TACR3,two:one,0.01724,0.11822,1.38571,0.3767336561743341
OG0008333,HARS1,two:one,0.02025,0.07961,0.49885,0.3915964818763326
OG0008342,PSD2,two:one,0.015,0.11528,0.30056,0.3537141927083333
OG0008349,EGR1,two:one,0.03217,0.05431,0.35779,0.47915625000000006
OG0008362,AMER1,two:one,0.02806,0.31285,0.89045,0.4496554770318021
OG0008365,VSIG4,two:one,0.01677,0.48377,3.55587,0.37203300733496336
OG0008379,ANKRD11,two:one,0.01588,0.11516,0.2376,0.36191161616161616
OG0008404,GINS2,two:one,0.02403,0.04346,0.69221,0.42274999999999996
OG0008420,CDH13,two:one,0.04136,0.07529,0.22953,0.5242612359550562
OG0008490,CARMIL2,two:one,0.03823,0.13579,0.29171,0.5103931213017752
OG0008492,RIPOR1,two:one,0.01494,0.23865,0.6395,0.3537141927083333
OG0008505,HSF4,two:one,0.04162,0.2361,0.71674,0.5248617318435754
OG0008512,PDP2,two:one,0.01445,0.14509,0.81445,0.3537141927083333
OG0008534,TAF1B,two:one,0.007762,0.19766,0.70795,0.2870985655737705
OG0008656,CAMKMT,two:one,0.001927,0.37216,3.80406,0.1612800925925926
OG0008682,RTN4,two:one,0.03282,0.38167,0.83843,0.4816268292682927
OG0008686,CCDC88A,two:one,0.01153,0.06986,0.21177,0.3282594637223975
OG0008692,PAPOLG,two:one,0.01487,0.08912,999.0,0.3537141927083333
OG0008696,USP34,two:one,0.03173,0.03075,0.0948,0.4774419568822554
OG0008705,ROBO1,two:one,0.0489,0.04164,0.09404,0.5537296110414053
OG0008729,CHST2,two:one,0.001071,0.03998,0.1943,0.12718125
OG0008747,PCNX2,two:one,0.009256,0.14394,0.26334,0.3059904761904762
OG0008779,USH2A,two:one,0.002182,0.28534,0.42259,0.17567083333333336
OG0008795,ERCC6,two:one,0.03421,0.26448,0.68598,0.48905551181102364
OG0008815,B3GNT8,two:one,0.01072,0.20635,999.0,0.31764460784313725
OG0008829,PRX,two:one,0.01409,0.19102,0.61524,0.3537141927083333
OG0008837,PLEKHG2,two:one,0.003516,0.36789,0.90352,0.22036041666666667
OG0008859,DMKN,two:one,0.04778,0.48259,999.0,0.5502632408575031
OG0008872,NPHS1,two:one,0.01489,0.19894,0.52956,0.3537141927083333
OG0008957,DNM1,two:one,1.706e-08,0.02147,0.17113,1.5396649999999998e-05
OG0008989,LHX2,two:one,0.001834,0.00607,0.37379,0.16069757281553398
OG0008990,DENND1A,two:one,0.03487,0.15489,0.32321,0.49172148437499996
OG0008999,EDARADD,two:one,0.01352,0.14889,1.30506,0.34962177650429804
OG0009056,PIGM,two:one,0.008667,0.13572,0.65549,0.3041559701492538
OG0009062,DUSP23,two:one,0.02813,0.07116,0.35043,0.4496554770318021
OG0009081,BIN3,two:one,0.04484,0.03624,0.40776,0.5417416331994644
OG0009093,HR,two:one,0.01272,0.24695,0.68054,0.3416607142857143
OG0009097,FGF17,two:one,0.02745,0.01354,0.21315,0.44881519784172663
OG0009135,GDF15,two:one,0.0391,0.30735,999.0,0.5133378084179971
OG0009160,OCEL1,two:one,0.01472,0.33288,999.0,0.3537141927083333
OG0009180,ILVBL,two:one,0.01514,0.15157,0.68788,0.3542370801033592
OG0009189,TMEM170B,two:one,0.02765,0.03989,999.0,0.44881519784172663
OG0009201,DTNBP1,two:one,0.01749,0.1889,999.0,0.3793962829736211
OG0009206,NHLRC1,two:one,0.003096,0.13561,0.98633,0.2100857142857143
OG0009216,NRSN1,two:one,0.02624,0.11442,1.20094,0.44254313543599255
OG0009280,POLR1C,two:one,0.00378,0.04599,0.32259,0.22743
OG0009301,TRERF1,two:one,0.01367,0.11463,0.37442,0.3507733711048159
OG0009307,DNMBP,two:one,0.01534,0.23669,0.59365,0.3549833333333333
OG0009345,BORCS7,two:one,0.04737,0.05041,999.0,0.5502632408575031
OG0009381,FHIP2A,two:one,1.975e-10,0.07208,732.14564,2.5463392857142855e-07
OG0009405,FGFR2,two:one,1.431e-05,0.04811,0.16577,0.006149892857142857
OG0009416,ZRANB1,two:one,0.00529,0.01672,0.09208,0.25631965240641713
OG0009458,SLC22A3,two:one,0.04258,0.09212,0.32098,0.5314029696132596
OG0009461,MRPL18,two:one,0.03667,0.18881,1.00921,0.5028018939393939
OG0009481,CCDC170,two:one,0.03236,0.33043,0.94648,0.47955500821018066
OG0009493,MPPE1,two:one,0.02342,0.27962,0.91095,0.41660679133858264
OG0009508,PARD3,two:one,0.0329,0.09593,0.27247,0.48201704545454543
OG0009519,GSAP,two:one,0.01962,0.31554,0.8325,0.3911494505494506
OG0009520,PTPN12,two:one,0.03889,0.18621,1.23194,0.5133378084179971
OG0009532,CFAP20DC,two:one,0.04084,0.3453,1.34552,0.5242612359550562
OG0009609,RBSN,two:one,0.03846,0.19189,0.48199,0.512705317577548
OG0009648,TMEM108,two:one,0.04672,0.33543,0.90193,0.5502632408575031
OG0009650,ACAD11,two:one,0.01821,0.29686,0.85244,0.38669470588235294
OG0009661,EAF1,two:one,0.009002,0.04943,0.37702,0.3041559701492538
OG0009757,SETD2,two:one,0.04146,0.18788,0.33948,0.5247917251051892
OG0009761,ELP6,two:one,0.03665,0.18717,0.75821,0.5028018939393939
OG0009762,CSPG5,two:one,0.001483,0.09594,0.42592,0.15038286516853933
OG0009793,TCTA,two:one,0.02338,0.10479,999.0,0.41660679133858264
OG0009801,GMPPB,two:one,0.01067,0.02171,0.15108,0.31764460784313725
OG0009811,SEMA3F,two:one,0.01988,0.02617,0.08806,0.3915964818763326
OG0009822,DOCK3,two:one,1.829e-05,0.03356,0.17989,0.007176836956521738
OG0009834,BHLHE40,two:one,0.008915,0.09572,0.54364,0.3041559701492538
OG0009843,CHFR,two:one,0.04378,0.16798,0.46184,0.5361119402985075
OG0009869,HCAR1,two:one,0.001624,0.09512,0.5552,0.15558723958333334
OG0009945,TRPV4,two:one,0.03441,0.0269,0.07777,0.48905551181102364
OG0009970,PITPNB,two:one,0.04962,0.03834,0.33046,0.5544713763702801
OG0010022,LGALS3,two:one,0.00984,0.41091,999.0,0.3116758680555556
OG0010068,IGDCC4,two:one,0.0003693,0.11222,0.60882,0.06104181818181818
OG0010079,TRIP4,two:one,0.02568,0.17376,1.53272,0.43796792452830186
OG0010088,TLN2,two:one,0.002602,0.0133,0.0584,0.1886586
OG0010089,VPS13C,two:one,0.005885,0.19104,0.41443,0.26337809405940593
OG0010101,ALDH1A2,two:one,0.02991,0.02038,0.19825,0.4646088640275387
OG0010126,ATP8B4,two:one,0.02697,0.19628,0.55168,0.44661330275229355
OG0010132,CEP152,two:one,0.02641,0.37556,0.66752,0.44254313543599255
OG0010216,NPAT,two:one,0.0127,0.29318,0.91991,0.3416607142857143
OG0010292,NDUFB11,two:one,0.03986,0.28131,999.0,0.5168627873563219
OG0010305,GATA1,two:one,0.01025,0.11196,0.91913,0.31680222602739727
OG0010315,GRIK4,two:one,0.00234,0.04796,0.18411,0.17746638655462185
OG0010370,EMSY,two:one,4.425e-05,0.07917,0.38213,0.013770905172413792
OG0010380,THRSP,two:one,0.04721,0.29674,999.0,0.5502632408575031
OG0010388,ANKRD42,two:one,0.02874,0.20877,999.0,0.4539322552447553
OG0010401,TYR,two:one,0.003852,0.20317,1.42537,0.229840625
OG0010440,JAG1,two:one,0.01343,0.02872,0.13345,0.3490704022988506
OG0010458,ADRA1D,two:one,0.01336,0.0456,0.32117,0.3490704022988506
OG0010511,XKR7,two:one,0.004339,0.07207,0.33257,0.23829262048192767
OG0010528,CBFA2T2,two:one,0.03808,0.03886,0.20874,0.5091437037037038
OG0010534,TP53INP2,two:one,0.0002225,0.10572,0.50455,0.04377125
OG0010560,RBL1,two:one,0.04832,0.12647,0.38723,0.5502632408575031
OG0010576,MAFB,two:one,0.03265,0.02003,999.0,0.4806953507340946
OG0010586,OSER1,two:one,0.00911,0.19301,999.0,0.3045101851851852
OG0010598,RBPJL,two:one,0.0008039,0.05901,0.76646,0.10901391791044776
OG0010679,OGFR,two:one,0.0008093,0.17318,1.31709,0.10901391791044776
OG0010687,FNDC11,two:one,0.04829,0.0577,0.4461,0.5502632408575031
OG0010692,ABHD16B,two:one,0.008134,0.06916,0.34445,0.29611461693548385
OG0010693,TPD52L2,two:one,0.002058,0.13068,999.0,0.16884954545454545
OG0010697,BMS1,two:one,0.01679,0.19356,0.71689,0.37203300733496336
OG0010703,OR51T1,two:one,0.01542,0.31413,1.77142,0.3559219948849105
OG0010722,NSMCE1,two:one,0.01247,0.09437,0.56772,0.3416607142857143
OG0010734,ZNF668,two:one,0.007415,0.04284,0.1851,0.28236445147679323
OG0010744,ZNF48,two:one,0.02967,0.10854,0.35007,0.4624727979274611
OG0010749,PRRT2,two:one,0.04131,0.40826,2.26083,0.5242612359550562
OG0010765,ATXN2L,two:one,0.01782,0.08987,0.42207,0.38447792362768496
OG0010768,RABEP2,two:one,0.02244,0.09092,0.29478,0.4066686746987952
OG0010796,WDR24,two:one,0.04948,0.02015,0.14938,0.5544713763702801
OG0010841,KREMEN2,two:one,0.005874,0.08464,999.0,0.26337809405940593
OG0010842,PAQR4,two:one,3.652e-10,0.02273,0.57779,4.1199125e-07
OG0010852,NLRC3,two:one,0.01707,0.16376,0.45079,0.3743622572815534
OG0010898,KMT2C,two:one,0.03141,0.18177,0.28124,0.47642899159663865
OG0010906,NOM1,two:one,0.0002646,0.15037,0.61841,0.0497503125
OG0010909,ESYT2,two:one,0.003478,0.09022,0.41985,0.21950314685314687
OG0010928,SYT17,two:one,0.004676,0.03487,0.34109,0.2397778409090909
OG0010997,NWD2,two:one,0.04573,0.05233,0.13692,0.5463880449141347
OG0011000,PCDH7,two:one,2.073e-05,0.03171,0.21231,0.00779534375
OG0011019,PROM1,two:one,0.01341,0.58638,1.83601,0.3490704022988506
OG0011028,ZNF518B,two:one,0.006046,0.22837,0.93564,0.26359975845410627
OG0011031,ZBTB49,two:one,0.0009084,0.20996,0.59465,0.12056338235294117
OG0011042,KIAA0232,two:one,0.007128,0.16399,0.36145,0.28008891304347827
OG0011064,NELFA,two:one,0.0465,0.02872,0.08498,0.550016382699869
OG0011077,INSM2,two:one,0.009537,0.16309,0.6236,0.3099863475177305
OG0011090,CXCL16,two:one,0.02569,1.03732,7.40834,0.43796792452830186
OG0011127,EMC6,two:one,0.03871,0.01054,999.0,0.5133378084179971
OG0011128,TAX1BP3,two:one,0.03366,0.0087,0.35417,0.48527396166134185
OG0011140,DNAH9,two:one,0.004547,0.1618,0.2676,0.2397778409090909
OG0011164,PER1,two:one,7.524e-05,0.13994,0.54352,0.01997179411764706
OG0011182,SENP3,two:one,0.01074,0.09822,999.0,0.31764460784313725
OG0011193,C17orf49,two:one,0.003462,0.12165,999.0,0.21950314685314687
OG0011195,RAPGEF6,two:one,0.004941,0.10975,0.35223,0.24773625
OG0011205,SHROOM1,two:one,0.008051,0.4208,1.38481,0.2953669715447155
OG0011230,PCLO,two:one,0.01504,0.19442,0.31309,0.3537141927083333
OG0011244,FRY,two:one,0.04718,0.04862,0.11019,0.5502632408575031
OG0011247,HSPH1,two:one,0.01261,0.09498,0.52613,0.3416607142857143
OG0011254,MTUS2,two:one,0.04965,0.35678,0.64931,0.5544713763702801
OG0011256,FLT1,two:one,0.02895,0.22588,0.84007,0.45518074912891987
OG0011261,MTIF3,two:one,0.01966,0.33215,2.5286,0.3911494505494506
OG0011272,ATR,two:one,0.03365,0.12249,0.23028,0.48527396166134185
OG0011279,MELTF,two:one,0.0266,0.11225,0.27324,0.44374306839186684
OG0011308,SCUBE2,two:one,0.04163,0.13676,0.3387,0.5248617318435754
OG0011329,COPB1,two:one,0.008945,0.014,0.12374,0.3041559701492538
OG0011334,C11orf58,two:one,0.03554,0.03274,999.0,0.4979791344667697
OG0011337,KCNJ11,two:one,0.03877,0.02333,0.30699,0.5133378084179971
OG0011358,GAS2,two:one,0.03335,0.03454,0.36628,0.48527396166134185
OG0011385,APIP,two:one,0.005049,0.10373,999.0,0.2517526243093922
OG0011391,TRIM44,two:one,0.0073,0.12017,0.51408,0.28236445147679323
OG0011416,CHRM4,two:one,0.02981,0.03393,0.42486,0.46385387931034483
OG0011504,ZFYVE26,two:one,0.003262,0.2394,0.47752,0.2166
OG0011517,TTC9,two:one,0.006824,0.0983,999.0,0.27370508849557523
OG0011521,ZFYVE1,two:one,0.004285,0.04034,0.21931,0.23829262048192767
OG0011575,SEL1L,two:one,0.03799,0.06317,0.19905,0.5088278931750742
OG0011646,EFS,two:one,0.007734,0.26326,1.2123,0.2870985655737705
OG0011682,RASL11B,two:one,0.048,0.03642,0.19696,0.5502632408575031
OG0011704,EPHA5,two:one,0.04776,0.03443,0.17005,0.5502632408575031
OG0011728,ASB4,two:one,0.01813,0.05754,0.22998,0.38669470588235294
OG0011733,TAC1,two:one,0.02694,0.30518,999.0,0.44661330275229355
OG0011736,MIOS,two:one,6.206e-06,0.02074,0.24594,0.003500571875
OG0011768,TANC1,two:one,5.124e-05,0.12829,0.5031,0.015150354838709678
OG0011786,GIGYF2,two:one,0.01847,0.0835,0.33135,0.3876175115207373
OG0011856,LRCH4,two:one,0.04471,0.15144,0.66762,0.5417416331994644
OG0011942,DYNLT5,two:one,0.02909,0.31802,999.0,0.45658652173913045
OG0011976,ADGRL2,two:one,0.006485,0.04602,0.16904,0.26942522935779817
OG0011984,SYDE2,two:one,0.04881,0.2809,0.6377,0.5534048366834171
OG0011985,C1orf52,two:one,0.008137,0.07131,0.41735,0.29611461693548385
OG0011996,LRRC8B,two:one,0.02031,0.05631,0.24288,0.3915964818763326
OG0012000,BARHL2,two:one,0.02183,0.05263,0.27118,0.4020729591836735
OG0012005,EPHX4,two:one,0.01814,0.2136,1.14073,0.38669470588235294
OG0012019,ADAMTS3,two:one,0.009624,0.1179,0.37525,0.3099863475177305
OG0012149,CEPT1,two:one,3.802e-06,0.04826,0.29728,0.0022875366666666665
OG0012161,CSF1,two:one,0.04722,0.60259,3.85921,0.5502632408575031
OG0012176,GPSM2,two:one,0.01454,0.08771,0.31128,0.3537141927083333
OG0012200,PLPPR4,two:one,0.001057,0.03409,0.1569,0.12718125
OG0012208,TDP2,two:one,0.01298,0.24897,999.0,0.3465813609467456
OG0012248,RNF183,two:one,0.04106,0.24835,1.1411,0.5242612359550562
OG0012298,NANS,two:one,0.02921,0.06052,0.31315,0.45767404513888893
OG0012309,FBXO10,two:one,0.03254,0.04733,0.14148,0.47985866013071893
